Rádió Smile FM 89.9MHz,https://radio.garden/api/ara/content/listen/wGp3aKiQ/channel.mp3
Best FM 102.4,https://radio.garden/api/ara/content/listen/ON1dyN0k/channel.mp3
Aktív Rádió,https://radio.garden/api/ara/content/listen/GHKagIYF/channel.mp3
Sunshine Rádió 99.4 FM,https://radio.garden/api/ara/content/listen/UvgNIdk5/channel.mp3
Rádió 1 Nyíregyháza,https://radio.garden/api/ara/content/listen/drnEqhd1/channel.mp3
Mustár FM Rádió 89.6,https://radio.garden/api/ara/content/listen/Lk5zqcBh/channel.mp3
Debrecen Rádió FM95,https://radio.garden/api/ara/content/listen/aNmzjSEz/channel.mp3
X Rádió,https://radio.garden/api/ara/content/listen/5yNB3N6d/channel.mp3
Rock FM 320,https://icast.connectmedia.hu/5301/live.mp3
Rock 80 /320,https://mediastreamm.com/8134/stream
ROCK Rádió 79/320,https://443-1.autopo.st/79/RockRadio
Budapest Rock Rádió 320,http://stream.bdpstrock.hu/bdpstrock_320k
Rocker FM,http://rockerradio.online/live.mp3
DISCOMIX 320,https://play.discomix.ro/8002/stream
RADIOBOSS DISCO,http://c3.radioboss.fm:8018/stream
Trancelive 320,https://mscp3.live-streams.nl:8022/radio
Trance Athena 320,http://cast.streams.ovh:8008/stream
Mixrádió Trance 320,http://1mix.co.uk/trance/listenxh.m3u
Party Rádió Trance 320,https://www.partyviberadio.com:8061/;listen.pls
BASE FM 320,https://icast.connectmedia.hu/5401/live.mp3
Rádió 1 320,https://icast.connectmedia.hu/5023/live.mp3
Sunshine Live Rádió,https://stream.sunshine-live.de/dnb/mp3-192/stream.sunshine-live.de/play.m3u
Dubplate.fm,https://sc2.dubplate.fm/radio/8030/dnb/uhifi
PluszFM,http://93.114.66.9:8000/Nagyvarad
Best FM,https://icast.connectmedia.hu/5101/live.mp3
Bartók 320,http://mr-stream.mediaconnect.hu/4741/mr3.mp3
Klubbrádió,https://a7.asurahosting.com:8160/radio.mp3
Rádió 7,http://netradio.radio7.hu:8300/stream.mp3
Aktív Rádió,http://aktivradio.hu:8000/aktiv.mp3
Spirit FM,https://s01.diazol.hu:10052/spweb1.mp3
Manna FM,https://icast.connectmedia.hu/4780/live.mp3
FM 95 Debrecen,http://stream.webthings.hu:8000/fm95-x-128.mp3
Trend FM,https://radio.trendfm.hu/trendfm_192k
MMR Rádió SK,http://mp3.rtvslo.si:8000/mmr
Forrás Rádió,http://cloudfront44.lexanetwork.com:1540/forrasradio.mp3
Pannon Rádió,http://stream.unrealhosting.hu:4120/;
Sláger FM 320,http://slagerfm.netregator.hu:7812/slagerfm320.mp3
Rádió 24/320,http://stream.diazol.hu:35080/in.mp3
Tilos Rádió,http://stream.tilos.hu/tilos
Trió Rádió,http://tboy.hu:9090/stream
Szépvíz Rádió,https://szepvizfm.ro:8000/;
Friss Rádió,http://stream.frissfm.hu:10050/;
ISIS Rádió 320,http://online.kormendfm.hu/kormendlive
Alfa rádió,https://radioe.net:8443/alpha_high
Maxi Rádió,http://play.maxiradio.hu
Mustár FM,http://193.138.125.14:8500/;
Rádió Sansz,http://cloudfront44.lexanetwork.com:9054/;
Top FM,http://live.topfm.hu:8000/radio.mp3
Gong FM,http://stream.gongradio.hu:8000/gong-fm.mp3
Laza Rádió 320,https://stream.lazaradio.com/mulatos.mp3
Luxfunk black,http://luxfunkbroadcast.com/proxy/luxfunkblackmix/stream
Luxfunk Dance,http://luxfunkbroadcast.com/proxy/luxfunkdance/stream
Megadance Rádió,http://megadanceradio.hopto.org:8000/livemega.mp3
Super DJ Rádió,https://s03.diazol.hu:35150/autodj
Bias Rádió 320,https://admin.biasradio.com/radio/8000/live
Roxi rádió 320,https://s2.audiostream.hu/roxy_320k
Tempomax rádió 320,http://94.23.169.250:2060/live.mp3
Oxigen Classic Rock 320,https://oxygenmusic.hu:8443/oxygenclassicrock
Oxigen Italohits 320,https://oxygenmusic.hu:8443/oxygenitalohits
oxigen lounge 320,https://oxygenmusic.hu:8443/oxygenlounge
Oxigen love 320,https://oxygenmusic.hu:8443/oxygenlovesongs
Oxigen magyar zene 320,https://oxygenmusic.hu:8443/oxygenmagyarzene
Oxigen retro 320,https://oxygenmusic.hu:8443/oxygenoldies
Oxigen 80 évek 320,https://oxygenmusic.hu:8443/oxygenthe80shits
Oxigen 90 évek 320,https://oxygenmusic.hu:8443/oxygenthe90shits
Power fm,https://str3.openstream.co/2119
Tempomax rádió,https://stream1.virtualisan.net/prx/4810/live.mp3
Club Dance Vorbis,http://s02.diazol.hu:8002/live.ogg
Bias Rádió flac,https://admin.biasradio.com/radio/8000/flac
